pond,DATE,densGrad,maxN2,Schmidt
ALC,2021-06-08,0.09865405316031683,0.0038824472116791194,0.017900769047307405
ALC,2021-06-15,1.306571475511305,0.040498639275218636,0.3834144217406774
ALC,2021-07-02,0.45276134715516037,0.009279602299842604,0.12387698356309244
ALC,2021-07-08,0.15203013321570324,0.0042499638096179715,0.030203195768128285
ALC,2021-07-21,0.1798668335414959,0.0035692814446019482,0.026742010156078837
ALC,2021-07-27,0.11668436883223876,0.0027424229820033935,0.012163388561174071
ALC,2021-08-02,0.1842285159051471,0.0032436312340217766,0.036708720334886764
ALC,2022-01-13,0.0743168879539553,0.0014611134964745232,0.015703362326215286
ALC,2022-01-27,0.07139019352223386,0.0016231905547177837,0.012070121908673556
ALC,2022-02-09,0.06009536396175008,0.0016747916412573945,0.00661644599120984
CAP,2021-06-07,0.05351047058923086,0.0010552619754298676,0.01145364240343906
CAP,2021-06-16,0.2600362937062073,0.005090466117537254,0.17134118159063985
CAP,2021-07-01,0.9913182802441725,0.019558098543543897,0.8128287212564131
CAP,2021-07-08,0.048352513138866016,9.532234786627917e-4,0.0010728237915390985
CAP,2021-07-16,0.2806279744886524,0.0036170239043963126,0.10567257219772165
CAP,2021-07-29,0.7411444504925839,0.018067273676932134,0.43839703218131926
CAP,2021-08-04,0.5894915829330785,0.012842614978384978,0.42000921738630126
CAP,2022-01-13,0.014327851817938608,3.0293794591482794e-4,0.009799815339252851
CAP,2022-01-27,0.0559753698781833,0.0012853597996676483,0.04183814207922729
CAP,2022-02-09,0.0517000558069185,9.728472438896634e-4,0.033221345263003264
DCSW1,2021-06-09,2.449077457472754,0.031106535124826935,3.038106869030303
DCSW1,2021-06-21,0.6730300785592362,0.015760956174779975,0.28977294786929414
DCSW1,2021-07-01,1.2597348999889846,0.022703368977151334,0.6892484626355163
DCSW1,2021-07-09,0.6712494080508122,0.0163047079750439,0.3490840613522164
DCSW1,2021-07-19,0.29595052718332227,0.005754439979525113,0.21599909674133308
DCSW1,2021-07-29,0.6225228781671603,0.014415797363205541,0.19866409783444916
DCSW1,2021-08-04,0.5489052170586319,0.008069700302872983,0.6626254702016418
DCSW1,2022-01-13,0.01971608415499304,4.276183927734306e-4,0.01706058498065115
DCSW1,2022-01-27,0.03833520547993885,5.138304278952369e-4,0.050255123483604947
DCSW1,2022-02-09,0.040806430986663145,0.0011522438582884618,0.06259723335746278
DCSW2,2021-06-09,2.7704746729220915,0.02627334326902528,2.92870320235327
DCSW2,2021-06-21,0.5041497418803829,0.013567622233192094,0.24575977582698066
DCSW2,2021-07-01,0.5317958425741836,0.005869791949032009,0.5256978061547387
DCSW2,2021-07-09,0.342526113477561,0.006399196419284527,0.3499653407794114
DCSW2,2021-07-19,0.6006076759979351,0.008227638697377507,0.4895958468300293
DCSW2,2021-07-29,0.12500940652284953,9.915988328237967e-4,0.09643751943031753
DCSW2,2021-08-04,0.3836488404111833,0.005661381217796175,0.3323068244263616
DCSW2,2022-01-13,0.03859141444979741,0.0010042203690088368,0.03273374412690846
DCSW2,2022-01-27,0.052941938281492185,9.215310672153603e-4,0.048532300135845384
DCSW2,2022-02-09,0.09118995922017348,0.0021812611186006223,0.07239133970511685
DCSW3,2021-06-09,2.7408147888698977,0.02945542072984452,4.53360490843018
DCSW3,2021-06-21,0.5806801433211604,0.014894433213033981,0.17852694869708746
DCSW3,2021-07-01,0.6767659758660329,0.009161600173809077,0.6593053175083986
DCSW3,2021-07-09,0.332941323266823,0.005638006923507538,0.5129637666553565
DCSW3,2021-07-19,0.7607996105436996,0.012604626968278672,0.6270970321957369
DCSW3,2021-07-29,0.4577689625119774,0.005961311594414706,0.5450620541087194
DCSW3,2021-08-04,0.33844677281854274,0.004843497846965008,0.48015037830677876
DCSW3,2022-01-13,0.03357738083457207,8.534281718556452e-4,0.03849934075153397
DCSW3,2022-01-27,0.08295426230165504,0.0014611134964745232,0.07990401652932025
DCSW3,2022-02-09,0.05245376843754457,8.916487185591354e-4,0.05184995573709535
DOBA4,2021-06-07,1.6063080051678753,0.029171732556207464,0.8602081078817447
DOBA4,2021-06-16,0.29010206721909526,0.0048242553982153075,0.2624422696840904
DOBA4,2021-07-01,0.753782949670267,0.008227638697377507,0.5971583736807952
DOBA4,2021-07-09,0.6574371210724621,0.014910345854404474,0.7380776468632931
DOBA4,2021-07-16,0.5932190553363625,0.007202488254147045,0.48498725568005624
DOBA4,2021-07-29,0.4577689625119774,0.005961311594414706,0.3432415295508696
DOBA4,2021-08-04,0.5078406954946786,0.005638006923507538,0.38395215214222234
DOBA4,2022-01-13,0.024014659658291748,5.328271723728377e-4,0.024471611529028266
DOBA4,2022-01-27,0.052941938281492185,7.598616885903925e-4,0.05818915767437925
DOBA4,2022-02-09,0.08191963246088108,0.0018218306018416633,0.08004261250793705
DOBA5,2021-06-07,2.4939749815774803,0.030035353148767097,3.6176544438684646
DOBA5,2021-06-16,1.417884197502417,0.02804627477710595,0.8157399433614
DOBA5,2021-07-01,1.8466761128752296,0.024648116186500226,2.096326531248997
DOBA5,2021-07-08,0.073845112784511,9.724998235100343e-4,0.07226055606404104
DOBA5,2021-07-16,0.8184247859081779,0.016140190188354105,1.435967697697778
DOBA5,2021-07-29,1.0792168004147698,0.009860036853978757,1.3174345412544435
DOBA5,2021-08-04,0.5144244875937147,0.008963408983134202,0.4995410561784517
DOBA5,2022-01-13,0.0037419876499598104,7.413775475372753e-5,0.005034754501748327
DOBA5,2022-01-27,0.0424075993681754,0.0010667394392563357,0.07131201936656005
DOBA5,2022-02-09,0.07315897591684006,0.0013517526534382173,0.12710312250554986
DOBA7,2021-06-02,2.5008418763668487,0.08227348930583125,1.655466978632769
DOBA7,2021-06-14,0.15202826476081555,0.00397413017117601,0.07618404529329979
DOBA7,2021-06-29,0.04932720832107407,9.724998235100343e-4,0.014833857795318189
DOBA7,2021-07-07,0.2703341893885636,0.0032099807323889814,-0.12756508579560286
DOBA7,2021-07-12,0.38207432603951474,0.005614588382925863,0.4313120102984918
DOBA7,2021-07-27,0.051249531725375164,0,-0.056586056658633976
DOBA7,2021-08-03,0.265389957207276,0.005661381217796175,0.21840771877097684
DOBA7,2022-01-14,0.06850430997326384,0.001013650367052982,0.08357179374582631
DOBA7,2022-01-31,0.09447545952536984,0.0024628981384936252,0.12435981944009657
DOBA7,2022-02-11,0.10027797010536688,0.002597641004665791,0.13402739334205407
DOBA8,2021-06-10,2.4968138284234556,0.03693673768464861,2.3163770217459674
DOBA8,2021-06-17,0.5229481740990423,0.01254373915274752,0.3604432167051417
DOBA8,2021-06-30,1.14545011686198,0.01311484269340763,1.102504597601662
DOBA8,2021-07-08,0.07500600185437634,0.001964165310626274,0.004544688263674393
DOBA8,2021-07-20,1.0850203852078266,0.01520409355653204,0.8627951719982967
DOBA8,2021-07-26,0.7742531107347759,0.01279303108436724,0.5483513803938429
DOBA8,2021-08-05,0.6592036741676566,0.009279602299842604,0.5480313862048535
DOBA8,2022-01-14,0.02569916389336413,5.542567797508446e-4,-0.020753331636718646
DOBA8,2022-01-30,0.020240918611079906,5.850410951436256e-4,0.027710852034917934
DOBA8,2022-02-10,0.058935029575877707,9.475264163677145e-4,0.09808560880585228
ELV,2021-06-08,2.671838660275739,0.024552003871990913,7.163181717214553
ELV,2021-06-17,1.263291967467012,0.03237031706669981,1.160433914768751
ELV,2021-06-30,1.0494736004753804,0.019130783865076034,2.7810129646911528
ELV,2021-07-08,0.7883475704101102,0.014021357462930036,0.49309871252439674
ELV,2021-07-20,1.214406365362379,0.007454941394480641,2.7018392766485757
ELV,2021-07-26,1.4063923984580242,0.010698433508281367,2.5031064501975964
ELV,2021-08-03,0.45463294404271437,0.0048242553982153075,1.0543404344788936
ELV,2022-01-14,0.10658649133790732,0.002509736834532055,0.24565059631430794
ELV,2022-01-30,0.10060504635316647,0.0011352144530072743,0.33396958721707976
ELV,2022-02-10,0.10391618363553334,0.0013988923053124467,0.39518599788859227
HP-UW,2021-06-10,1.5057207182941283,0.012598047878380309,2.062156026193218
HP-UW,2021-06-18,0.28182022649468763,0.008263140143503055,0.4830340522629721
HP-UW,2021-06-29,0.4357533596594294,0.010099491061525332,0.6120747048547202
HP-UW,2021-07-07,0.4990173038414696,0.014703993752260192,0.4695793198516148
HP-UW,2021-07-21,0.3852203522928903,0.0038824472116791194,0.4264931546157758
HP-UW,2021-07-26,0.6775094889262618,0.007126790437382062,0.9215200374351574
HP-UW,2021-08-05,0.406786436051334,0.0048049771612699846,0.5205322356732864
HP-UW,2022-01-12,0.0027210485477553448,6.139634763965535e-5,0.002472239354696909
HP-UW,2022-01-31,0.028844528071772402,6.90629552257113e-4,0.037086848058185885
HP-UW,2022-02-09,0.017788179730359843,7.005056820164409e-4,0.018309965870286233
KP,2021-06-11,1.3757130633341603,0.030878056511325403,0.49380739514199523
KP,2021-06-22,0.5995729599526385,0.016897757360748476,0.31272587090219045
KP,2021-07-02,0.5861884114458462,0.009480582517994055,0.21810047256288947
KP,2021-07-07,1.3098353116433827,0.02265658689216354,0.5145534924725969
KP,2021-07-14,0.6415149254950165,0.012548911067452376,0.21470056822603803
KP,2021-07-27,0.5632310677422083,0.010322142846634035,0.20529701212110238
KP,2021-08-03,1.29174963119317,0.03763744481296049,0.6798361700789198
KP,2022-01-14,0.08692045743759991,0.001496047821469303,0.04559833834136346
KP,2022-01-30,0.07085605505062631,0.0022752681978914623,0.014233931909918493
KP,2022-02-10,0.018483496803582966,2.3466597792134831e-4,-0.0027217808808721704
L60-UW,2021-06-11,3.4461654252778544,0.05930803588739355,1.7070675689849812
L60-UW,2021-06-18,0.716414568466007,0.010175736811780937,0.2514989921217785
L60-UW,2021-07-02,0.8702586177367948,0.012908212931479906,0.38572680573184465
L60-UW,2021-07-07,1.3472180245669279,0.01789161169294958,0.642335764761799
L60-UW,2021-07-13,1.0378761192748698,0.02778142475203831,0.5685578406347532
L60-UW,2021-07-26,1.2671039702491953,0.021702836205217763,0.6776202538877942
L60-UW,2021-08-05,0.6400442053377446,0.012774699656882271,0.3448601472477095
L60-UW,2022-01-13,0.05208397320518543,0.001352247814210532,0.02846755805150513
L60-UW,2022-01-31,0.005981444984740847,0,-0.0014384491565214428
L60-UW,2022-02-09,0.028123731132950525,6.410377746174378e-4,0.00876358175864385
LM-ARB,2021-06-03,0,0,0
LM-ARB,2021-06-15,0.04990765047421064,0,-0.010856465867622707
LM-ARB,2021-06-30,0.6120669160079615,0.011770889323981843,0.13204637517455695
LM-ARB,2021-07-08,0,0,-9.845123337260609e-15
LM-ARB,2021-07-13,0,0,0
LM-ARB,2021-07-30,0.10287930246408905,0.002017303480769981,0.014617478605235313
LM-ARB,2021-08-02,0.2806279744886524,0.00554406523433427,0.0475087800398904
LM-ARB,2022-01-12,0.0317754840186808,0.0010167590059427295,0.006505141157573159
LM-ARB,2022-01-31,0.023569086469365175,9.24675125904078e-4,0.0034929634312747333
LM-ARB,2022-02-11,0.01142667310057277,0,-7.494986306985736e-4
MDT,2021-06-10,0.1698951068203769,0.0022449056721960538,0.10685762612718291
MDT,2021-06-17,0.28133904664673537,0.0060747787786750345,0.2532581700566563
MDT,2021-06-30,0.6822412417832311,0.007360725661578861,0.48726849191265004
MDT,2021-07-08,0.07060710414634741,0.0018479547535356705,-0.028843640248118863
MDT,2021-07-20,0.37645032063937833,0.004843497846965008,0.23322236945203692
MDT,2021-07-26,0.18630460497706736,0.002106860118209603,0.16045343892002545
MDT,2021-08-05,0.32751188851625557,0.0049772065352130315,0.2368809325351524
MDT,2022-01-14,0.023156694581984993,7.106363941066674e-4,0.01866179136212975
MDT,2022-01-30,0.08106166738457432,0.0017471431300871588,0.04555635704964077
MDT,2022-02-10,0.07755915420716519,0.0013505612465441966,0.04735344877030259
O-N,2021-06-11,1.4464768701977846,0.020369419669467943,0.6576780139062939
O-N,2021-06-22,0.02233182744100759,8.782821926414669e-4,0.003901560439864749
O-N,2021-07-01,0.025290399778100436,9.95397708191621e-4,0.004418643984423868
O-N,2021-07-07,0.05499107041202933,0.0021655285848901826,-0.003926781679053983
O-N,2021-07-14,0.37789212163954744,0.008925083577693487,0.21331600210969287
O-N,2021-07-27,0.10702060935238933,0.001058947666887472,-0.047667086701387924
O-N,2021-08-03,0.9290010598646177,0.02718581921742212,0.46656074325938485
O-N,2022-01-14,0.10663723218328869,0.0039390403926993,0.053422083181701385
O-N,2022-01-30,0.02524371706670081,5.024662120033546e-4,0.012243772772077232
O-N,2022-02-10,0.032082660125411167,0.0012511663417030144,0.020313291200654622
O-S,2021-06-11,0.5490712199668906,0.00806892312912491,0.25864615498295607
O-S,2021-06-22,0.5682782268556821,0.007265966582421656,0.2696691928166311
O-S,2021-07-01,0.0741361486968799,0.0019411827014132075,0.021257343658651444
O-S,2021-07-07,0.054068150333137055,0.00212895574511861,-0.0035995295632121568
O-S,2021-07-14,0.21977923536223898,0.0038670679474323805,0.112973475088504
O-S,2021-07-27,0.07843770237627723,0.0030879165657219697,0.0012436938365784653
O-S,2021-08-03,0.7192759398366206,0.014589034823383716,0.4215453081671287
O-S,2022-01-14,0.06312915866874391,0.001680360625041498,0.04187886476281251
O-S,2022-01-30,0.09213222807079546,0.002165923990183694,0.04190270118717278
O-S,2022-02-10,0.06010178362191709,9.697066695471908e-4,0.02930265145096963
OPP-E,2021-06-02,1.3472698712107558,0.019345929919068403,0.9670064939292053
OPP-E,2021-06-14,0.607760132903195,0.008339128685721585,0.5259075603549832
OPP-E,2021-06-29,0.7293711157534517,0.011229579873839678,0.22940191702041043
OPP-E,2021-07-07,0.61945846917979,0.016019228633660995,0.23722733997609258
OPP-E,2021-07-12,0.2348537086804754,0.004649442981415859,0.22665526020676116
OPP-E,2021-07-30,0.10287930246408905,0.0030316448082004723,0.02158370834424203
OPP-E,2021-08-03,0.23782280439547776,0.004708043370696087,0.27554787093198085
OPP-E,2022-01-12,0.028844528071772402,0.0010286218585499605,0.03290849884597979
OPP-E,2022-01-31,0.08650806555021973,0.0015515513650964953,0.05644131443637156
OPP-E,2022-02-11,0.07223864925401813,0.0010167590059427295,0.05237899153869075
OPP-W,2021-06-02,2.2833468409393163,0.022732827915158144,5.484419001524139
OPP-W,2021-06-14,2.651328500439263,0.03494431417609401,6.852274968439581
OPP-W,2021-06-29,1.4743671164944772,0.013323368826452969,3.293694028174054
OPP-W,2021-07-07,1.254362265242321,0.016534327492573168,1.6693566341062134
OPP-W,2021-07-12,1.1474505589875434,0.008667439314084528,2.204718933088255
OPP-W,2021-07-30,1.5419279966735076,0.014380866957756935,2.4925916612821495
OPP-W,2021-08-03,0.8111206477537962,0.0065867841756911535,1.27701865693827
OPP-W,2022-01-12,0.05245376843754457,7.936938861538862e-4,0.12564941500640417
OPP-W,2022-01-31,0.030032169432161027,5.78689774194806e-4,0.0318413054623158
OPP-W,2022-02-11,0.05798627274043611,8.686849188791338e-4,0.16671018408866659
UM-ARB,2021-06-03,0.12439750520525195,0.001646634624038423,0.037280370564118724
UM-ARB,2021-06-15,0.25908998060094746,0.004124734779910246,0.10129205130779237
UM-ARB,2021-06-30,0.9527709455959439,0.02153946518967624,0.34727514830216255
UM-ARB,2021-07-08,0.022736303163355842,0,-0.009115322452509613
UM-ARB,2021-07-13,0.11866753745630376,0.002813075718260618,0.0353344016924334
UM-ARB,2021-07-30,0.17970424551367614,0.0040195964185179255,0.04554561020004475
UM-ARB,2021-08-02,0.3930333497302172,0.009591009846234472,0.14559050423459924
UM-ARB,2022-01-12,0.010598058837103963,1.5144765318493545e-4,-0.001983865724451337
UM-ARB,2022-01-31,0.05006893664108247,0.0019643775384491986,0.009199893051514247
UM-ARB,2022-02-11,0.07046360854747036,0.001302393355827973,0.02488759995215776
